file_name,title_ch,author_ch,journal,year,issue,abstract_ch
0043.txt,背驮式原位肝移植2例,李红春; 胡宗宇; 张书民; 崔经建; 朱兆红; 谢方利; 周玉生; 王建斌; 陈规划; 何晓顺; 杨扬; 许赤,淮海医药; Journal of Huaihai Medicine,2002,5,目的　总结背驮式原位肝移植治疗终末期肝病的临床经验。方法　回顾性分析 2例肝炎后肝硬变患者行背驮式原位肝移植手术治疗的临床资料。结果　死亡 1例 ，存活 1例。术后并发症包括腹腔内出血 1例 ，肝后下腔静脉扭曲狭窄 1例 ，急性排斥反应 1例 ，肺部感染、呼吸功能衰竭 1例 ，均给予相应的治疗。结论　肝移植手术是终末期肝病的有效治疗手段。术后应积极预防各种并发症的发生 ，了解各种并发症的发生时间和症状有助于早期诊断 ，并采取各项积极正确的治疗措施。
0044.txt,我国拟订出脑死亡诊断标准,,河南医学研究; Henan Medical Research,2002,4,
0045.txt,不作转流的经典式原位肝移植术一例报告,高崇茂; 刘合春; 胡秋灵; 欧阳庭; 陈卫健; 敖志新; 陈知水,江西医学院学报; Acta Academiae Medicinae Jiangxi,2002,2,
0046.txt,12例同种异体肾移植手术的护理配合,聂云,齐鲁护理杂志; Journal of Qilu Nursing,2002,4,
0047.txt,肝移植初期连续成功10例报告,彭淑牖; 彭承宏; 吴育连; 徐培华; 周凡; 沈宏伟; 徐斌; 江献川; 刘颖斌; 范明敏; 徐世伟,外科理论与实践; Journal of Surgery Concepts & Practice,2002,2,目的：总结开展肝移植最初阶段连续１０例背驮式肝移植（ＰＯＬＴ）的经验。方法：１９９９年８月３１日～２００１年２月９日，连续进行了肝移植１０例。全部均使用彭氏多功能手术解剖器（ＰＭＯＤ）施行，１０例中２例为Ｃａｒｏｌｉ病；３例为肝细胞性肝癌；一例为肝糖元累积症Ⅰ型伴多发性肝腺瘤；一例为硬化性胆管炎；一例为原发性胆汁性肝硬化；２例为终末期肝硬化。除一例行静脉转流辅助外，余９例均未行转流。供肝的流出道均采用受体的肝中肝左静脉共干与供肝的肝上下腔静脉行端端吻合。胆道重建除一例行胆管空肠Ｒｏｕｘ－Ｙ吻合外，其余９例均为胆道端端吻合并于吻合口远端置Ｔ字管，其近端超过吻合口，作支撑管之用。结果：除一例于术后８月死亡外，其余全部存活，首例至今近２年半。一年成活率９０％（９／１０）。其中第２例于术后２月就恢复工作至今。结论：进行肝移植的动物实验是临床肝移植前非常必要的训练过程。应用ＰＭＯＤ刮吸解剖法十分有助于ＰＯＬＴ的开展。围手术期的监护、相应治疗以及术后严密随访是成功的保障。
0048.txt,原位肝移植围手术期处理的体会,钱海鑫; 周晓俊; 田力平; 刘建夏; 毛忠琦; 胡浩; 秦磊; 陈易人,江苏医药; Jiangsu Medical Journal,2002,1,目的　总结临床肝移植围手术期处理的经验。方法　对我院在 2 0 0 0年 8月～ 2 0 0 1年4月间开展的 5例原位肝移植临床资料进行回顾性分析。结果　 4例病人术后移植肝功能恢复良好 ;1例死于心肺功能衰竭。结论　完善的手术技术、围手术期的严密监测以及并发症的防治与正确处理是肝移植成功的重要条件
0049.txt,原位肝移植术后并发症的诊断和治疗,余元龙; 胡泽民; 陈宏; 常晓建; 张志刚; 罗渭康; 李彬飞; 舒惠平,医学新知杂志; Journal of New Medicine,2002,4,目的　总结 2例原位肝移植术后病人并发症的诊治经验。方法　对 2例晚期肝癌病人施行原位肝移植术 ，术后于移植病房监护 ，对症处理并发症。结果　全组无手术中死亡。术后主要并发症包括 :感染、心肺肾功能不全、急性排斥反应、颅内出血、精神异常等。结论　肝移植术后并发症较多 ，术中正确的操作、术后严密的监护及并发症的及时有效处理是肝移植获得较好效果的关键。
0050.txt,论脑死亡立法的生物医学基础、社会学意义及推动程序,陈忠华,医学与哲学; Medicine and Philosophy,2002,5,
0051.txt,40例临床肝移植血管和胆管重建经验,董家鸿; 王曙光; 别平; 王槐志; 杨占宇; 何宇; 李智华; 蔡景修,中华肝脏病杂志; Chinese Journal of Hepatology,2002,1,目的 总结第三军医大学西南医院肝移植时血管及胆管重建的经验。方法 回顾性分析４０％肝移植时血管重建、胆道重建的方法及效果。结果 本研究肝移植病例围手术期死亡６例，手术病死率为１５．０％。并发症为：肺部感染１８例；多器官功能衰竭５例；腹腔内出血４例；ＡＲＤＳ ８例；肝动脉血栓形成１例；胆漏１例；脑出血１例。存活最长的１例为３１个月，有１５例生存期超过１年。结论 良好的血管和胆管重建技术是确保肝移植手术成功的关键。
0052.txt,高龄患者肾移植(附29例报告),于立新; 付绍杰; 徐健; 叶桂荣; 杜传福; 马俊杰; 邓文锋; 王亦斌; 姚冰; 刘小友,中华泌尿外科杂志; Chinese Journal of Urology,2002,3,目的　探讨高龄尿毒症患者肾移植的特点 ，总结围手术期处理的经验。　方法　年龄6 5～ 84岁的肾移植患者 2 9例 ，术前详细检查心、肺、肝功能 ，严格掌握适应证 ;彩超检查髂血管有无动脉粥样硬化、是否通畅 ;严格行HLA和PRA组织配型 ;供肾热缺血时间 <5min ，冷缺血时间 <10h ;围手术期甲基泼尼松龙 (MP)用量控制在 2 .0g以内 ，采用三联用药方案 :环孢素A(CsA)或他罗利姆(FK5 0 6 ) +霉酚酸酯 (MMF) +泼尼松 (Pred) ;术后观察全身情况 ，监测电解质、血药浓度及免疫指标。　结果　术后发生急性排斥反应 4例、FK5 0 6药物中毒 1例、肺部感染 1例、经处理后均痊愈。 1例因移植肾血管栓塞切除移植肾 ，余 2 8例随访至今 1～ 5年 ，人 /肾均存活。　结论　高龄不是肾移植的禁忌证。严格掌握受者的适应证 ，把握好供肾质量关及组织配型关是高龄患者肾移植成功的首要条件 ;根据老年患者的特点做好围手术期工作可使肾移植取得满意效果 ;合理应用免疫抑制剂 ，长期有效的随访是移植肾长期存活的重要保证。
0053.txt,辅助性原位活体肝部分移植一例报告,窦科峰; 管文贤; 李开宗; 高志清; 付由池; 陈勇; 李海民; 岳树强,中华普通外科杂志; Chinese Journal of General Surgery,2002,4,目的探讨应用辅助性原位活体肝部分移植治疗Willson′s病的可行性。方法受体女性 ，2 0岁 ，O型血 ，因肝豆状核变性而接受辅助性原位活体肝部分移植。供体男性 ，2 1岁 ，A型血。手术切除受体病肝左外叶 2 6 0g ，取供体左外叶肝脏 2 95g原位移植于受体。因供受体血型不同 ，术前行血浆置换 ，术后以FK5 0 6、激素、环磷酰胺联合免疫抑制治疗。结果受体术后 15d出现肝动脉血塞形成 ，予以溶栓治疗后出现腹腔内出血 ，术后 17d开腹止血 ，清除血肿 ，术后发生腹水 ，肺不张 ，胆瘘等 ，均治愈。至今患者已生存 1年 3个月 ，并恢复正常生活 ，铜蓝蛋白水平正常。移植肝脏体积明显增大 ，手足震颤明显减轻。结论辅助性原位活体肝部分移植是治疗Willson′s病可行的方法
0054.txt,原位心脏移植一例报告,郑晓红; 王念祖; 廖崇先; 李增棋; 杨灵波; 高奇英; 吴华民; 张羽; 丁霞云; 梁春梅,中华器官移植杂志; Chineae Journal of Organ Transplantation,2002,3,
0055.txt,心、肺联合移植后发生多器官功能衰竭一例,姚志发; 何天腾; 田海; 孙晨光; 蒋树林; 田伟忱; 祁家驹; 陈子道; 夏求明,中华器官移植杂志; Chineae Journal of Organ Transplantation,2002,5,目的　探讨心、肺联合移植术的手术方法及术后多器官功能衰竭的原因。方法　对 1例扩张型心肌病合并肺动脉高压、心功能衰竭患者施行心、肺联合移植术。供肺由膈神经前放入受者两侧胸腔 ，依次吻合主支气管、下腔静脉、主动脉 ，上腔静脉与右心耳吻合。结果　由于受者的胸膜与肺及后纵隔粘连严重 ，术中出血多 ，术后引流液多 ，行二次开胸止血。受者相继出现呼吸、循环、泌尿、消化等系统功能衰竭 ，并发深部多器官曲霉菌感染。受者因多器官功能衰竭于术后 1 4d死亡。结论　心、肺联合移植后的多器官功能衰竭是多因素综合所致 ，术中和术后出血多是重要原因之一
0056.txt,小鼠异位心脏移植模型的建立,倪一鸣; 冯强; 梁宏立,中华器官移植杂志; Chineae Journal of Organ Transplantation,2002,6,目的　利用优良的小鼠品系 ，建立小鼠异位心脏移植模型 ，以优化实验条件 ，降低实验成本。方法　借鉴大鼠腹内心脏移植Ono术式 ，将NIH小鼠 40只随机分为供、受者 ，供者心脏的升主动脉和肺动脉分别与受者腹主动脉和下腔静脉行端侧吻合 ，成功地建立了小鼠异位心脏移植模型。结果　手术操作简便 ，技术可靠 ;小鼠异位心脏移植成功 16例 ，失败 4例 ，成功率达 80 %。结论　该模型的建立 ，为进一步进行移植及免疫学方面的研究奠定了良好的基础
0057.txt,10-羟基喜树碱对异基因大鼠心脏移植物急性排斥反应的抑制作用,莫春柏; 石炳毅; 蔡明; 钱叶勇; 周文强; 王燕,中华器官移植杂志; Chineae Journal of Organ Transplantation,2002,6,目的　探讨 10  羟基喜树碱 (HCPT)对移植物急性排斥反应的免疫抑制作用。方法　以SD大鼠为供者 ，Wistar大鼠为受者 ，行大鼠同种异体异位心脏移植。用中药制剂 10  羟基喜树碱(HCPT)预防和治疗移植物急性排斥反应。结果　HCPT 1.0mg·kg-1·d-1组与对照组比较 ，移植物存活时间明显延长 (6.0 5d/ 11.45d ，P <0 .0 0 1) ;HCPT 2 .0mg·kg-1·d-1组作用更为显著 (>2 41.6d) ，其中 3只大鼠于术后 60d停用HCPT ，移植心脏长期存活 ，超过 73 0d ，并经证实已形成免疫耐受。大鼠心脏移植物发生急性排斥反应时 ，HCPT 10 .0mg·kg-1·d-1能使排斥反应完全逆转 ，移植心脏功能完全恢复正常。较大剂量HCPT可导致轻微的胃肠道反应 ，但未观察到明显的肝、肾、心、脾、睾丸和造血系统损害。结论　HCPT对大鼠移植心脏急性排斥反应具有显著的抑制作用 ，且具有剂量相关性
0058.txt,肾移植140例次体会,徐卓群; 徐汇义; 仇学文; 胡强; 王志荣; 阮钧; 徐进宇,中国航天医药杂志; Medical Journal of Casc,2002,3,目的总结肾移植的经验，改善移植效果和提高长期存活率。方法收集140例次肾移植的资料，分析组织配型、排斥反应、并发症、免疫抑制剂的使用对肾移植效果的影响和移植后的死亡原因。结果肾移植后1、3和5年人/肾存活率分别为92.3%/89.1%、76.2%/70.1%和65.3%/61.5%。8例发生超急排斥反应，急性排斥反应24例，慢性排斥反应16例。50例死亡病例中，感染占30%，肝损害12%。结论充分的术前准备、良好的组织配型、手术后并发症的防治、感染的治疗、免疫抑制剂的合理使用和规范的随访是改善人/肾存活率的重要因素。
0059.txt,同种原位心脏移植一例,张向华; 廖崇先; 陈翔; 孙树汉; 范里莉; 祁彦君; 金文波,中华外科杂志; Chiese Journal of Surgery,2002,6,
0060.txt,原位肝移植供肝切取与修整技术的探讨,邱繁荣; 李宁; 高志刚; 杨翔,中华外科杂志; Chiese Journal of Surgery,2002,6,
0061.txt,双腔静脉法同种原位心脏移植2例,毕研文; 宋惠民; 鲍继森; 孙文宇; 李跃华; 宋光民,中华胸心血管外科杂志; Chinese Journal of Thoracic and Cardiovaescular Surgery,2002,5,
0062.txt,活体部分肝移植12例次临床报告,王学浩; 张峰; 李相成; 钱建民; 孔连宝; 黄峻; 黄祖瑚; 张浩; 李国强; 成峰; 王科; 陆森,中华医学杂志; National Medical Journal of China,2002,7,目的　探讨总结活体原位部分肝移植技术的临床应用。方法　通过回顾性临床分析 ，总结 12例次 (11例 )活体原位部分肝移植的手术技术和体会、围手术期主要处理经验和并发症诊疗 ，并对活体肝移植的适应证、手术时机、外科并发症 ，以及感染、排斥、优点等相关临床问题进行探讨。结果　本组资料中 ，11例供体术后顺利康复 ，均未出现严重并发症 ;第 1例受体死亡 ，10例肝豆状核变性受体获得长期健康生存 ，现已分别存活 5 8周、5 1周、4 8周、38周、37周、36周、2 2周、18周、10周和 7周 ;目前 ，所有存活受体未发现明确免疫排斥 ;其肝功能、铜氧化酶水平均已恢复正常。其中 ，6例受体已经康复上学 ;2例康复出院 ;其余 2例在顺利康复中。术后主要并发症以血管并发症、胆道并发症、细菌及病毒感染和肺部并发症为主。结论　活体原位部分肝移植手术过程复杂 ，涉及供、受体双方安全 ，技术要求高 ，难度大。该技术具有供肝来源广泛、供肝质量高和费用相对较低等优点 ，有广阔的临床应用前景。
0063.txt,15例犬原位心脏移植实验手术技术总结,王维新; 解士胜; 万士杰; 仲京; 于鲁峰; 侯迈,空军总医院学报; Journal of General Hospital of Air Force，pla,2002,1,目的　通过心脏移植的实验研究 ，为心脏移植手术及平稳过度到临床应用积累经验。　方法　在全麻、中度低温体外循环下实施 15例犬的原位心脏移植手术。　结果　 8例移植心脏自动复跳 ，7例移植心脏通过电除颤复跳 ，血流动力学参数较稳定。有 4例移植心脏出现心肌肿胀 ，10例移植心脏吻合口出血较多。　结论　操作轻柔、供体与受体心脏的主动脉大小相匹配以及缝线均匀有助于减少术后吻合口出血 ，改善心肌保护能减轻心肌肿胀 ，以上因素是保证心脏移植成功的关键。
0064.txt,尸体腹部多器官联合切取(TAE)技术的改进及临床应用,于立新; 刘小友; 徐健; 徐达传; 马俊杰; 付绍杰; 邓文锋; 杜传福; 王亦斌; 叶桂荣; 姚冰; 苗芸,中国临床解剖学杂志; Chinese Journal of Clinical Anatomy,2002,5,目的 :探讨尸体多器官联合切取的最佳方法。方法 :1998～ 2 0 0 2年采用改进后的多器官联合切取技术进行了 65例次多器官联合切取术 ，主要改进点有 :①采用纱布填塞导尿管内腔用以灌注腹主动脉 ;②气囊注水 ，堵塞腹主动脉上段 ;③回血由下腔静脉肾静脉开口以下引入 3升袋内 ;④优先灌注腹主动脉而后灌注肝门静脉 ;⑤体内整块切取肝、胰、脾、肾、十二指肠等器官。结果 :建立腹主动脉灌注的时间为(1.0± 0 .3 )min ，建立肝门静脉灌注的时间为 (1.0± 0 .7)min ，腹腔多器官联合切取时间为 (10 .0± 3 .0 )min ，热缺血时间 (2 .0± 1.2 )min。本院行肝移植 4例 ，肝肾联合移植 2例 ，供外院行肝移植 12例 ，所有肝移植病人肝功能在 3周内恢复正常 ;胰肾联合移植 1例 ，术后 2周脱离胰岛素和透析治疗 ;肾移植 12 7例 ，术后肾功能恢复时间 (4 .82± 3 .73 )d ，急性肾小管坏死 4例 (3 .2 % )。结论 :优先灌注腹主动脉优于优先灌注肝门静脉 ;改进后的尸体腹部多器官联合切取技术能快速优质切取供器官 ，适于临床推广使用。
