Item type,Authors,Title,Journal,Publication year,Issue,Date published,ISSN,Abstract,Keywords,Column1,_1,_2,_3,_4,_5
Journal Article,郑树森，潘松龄，黄钟英，孙义国，金炜，黄东胜，王伟林，于吉人，王正，张珉,同种异体原位肝移植一例报告,中华器官移植杂志,1995,1,1995,,为一肝脏巨大平滑肌肉瘤患者进行原位肝移植术。供者为一２５岁的男性脑死亡者。供肝用４℃ＵＷ液自腹主动脉灌注，快速切取肝脏，热缺血时间为８分钟。受者用＂Ｙ＂形管建立左侧股静脉、门静脉和左侧腋静脉的体外循环后切除病肝，供肝的肝上下腔静脉、肝下下腔静脉和门静脉与受者的相应血管行端端吻合。术后并发腹腔内出血、急性肾功能衰竭、肺部感染和黄疸等，于术后４７天死于脑溢血。该例移植肝功能良好，未出现排斥反应。应用ＵＷ液灌洗和保存肝脏，快速切取肝脏，能提高供肝质量。术后早期应测定血中环孢素Ａ的浓度，慎用广谱抗生素。,肝，移植，平滑肌肉瘤,,,,,,
Journal Article,"李幼生,黎介寿,李宁,江志伟,李国立,任建安,常胜,张亚军",尸体供肠快速获取、保存法及临床应用,金陵医院学报,1995,2,1995,1008-3820,本文介绍了我国首例同种异体小肠移植的尸体供肠获取及保存方法。采用此方法获取5例尸体供肠，热缺血时间平均为5．4min．获取时间为10.4min，其中1例供肠用于临床小肠移植，其热缺血时间为6min，冷缺时间为9h45min.供肠采用低温（0～4℃）Euro－Collins液保存，未见明显的组织损伤，移植的小肠吸收功能逐渐恢复，组织结构正常。作者认为本方法适用于尸体供肠的获取及保存。,器官获取;;器官保存;;小肠移植;;尸体,,,,,,
Journal Article,"孙君泓,吴孟超,陈汉,鞠泽生,沈锋,董秀芬,张秀忠",肝肾联合快速获取的实验研究,第二军医大学学报,1991,2,1991,0258-879X,"本文报道了在心搏停止的供体快速联合获取肝及双肾的方法。该法能有效地缩短器官热缺血时间,同时保证各器官质量,是适合我国现状的多器官联合获取方法。",移植;;器官获取,,,,,,
Journal Article,"沈文律,金立人,罗义刚,李波,韦靖江,吴言涛,吴和光,王泉云,吴淑红,闵龙秋,陈德珍,邓承琪,万世琼",全内脏反位尸体供肝原位肝移植(附1例报告),华西医学,1991,1,1991,1002-0179,本文报告罕见的全内脏反位尸体供肝原位肝移植1例。受者系不能切除的高位胆管癌胆管引流术后病人。该例成功地应用改良Starzl法腹腔多脏器联合切取供肝肾给二病人;无肝期使用国产人工心肺机单泵行下腔、门静脉—上腔静脉外转流以稳定血循环动力学;应用供者髂内动脉架桥以解决反位肝动脉距离加大的矛盾;并用动脉血酮体比监测供肝活力。但术后12日死于绿脓杆菌败血症。,全内脏反位;;多脏器联合切取;;静脉外转流;;动脉血酮体比;;原位肝移植,,,,,,
Journal Article,"王志为,杨志豪",心死亡捐献供体器官保护中体外膜肺氧合技术的应用研究进展,中华临床医师杂志(电子版),2013,24,2013,1674-0785,"本文综述体外膜肺氧合(ECMO)在心死亡器官捐献(DCD)中的应用,讨论了\不触碰\""时间、ECMO置管及开启时机、ECMO灌注温度、肝素化时机、ECMO支持过程中的炎症反应等相关问题。心死亡器官捐献器官获取过程中",ECMO在改善DCD器官的可用性方面取得了非常好的效果。ECMO的使用可以使器官热缺血时间明显减少,"减少热缺血对器官的损伤。但在伦理、法律、ECMO管理技术等方面还存在诸多的争议。""",心死亡器官捐献;;体外膜肺氧合;;器官;;保护,,,,
Journal Article,"李元新,李幼生,李民",尸体供者小肠、肝和肾脏器联合切取及保存技术,中华移植杂志(电子版),2010,4,2010,1674-3903,"目的建立尸体供者全腹腔脏器切取和保存技术,同时为不同的小肠移植、肝移植和肾移植受者提供供器官。方法共进行8次同一尸体供者的全腹腔脏器切取手术。供体切取经腹主动脉与肠系膜下静脉插管,高渗枸橼酸-腺苷肾保存液及UniversityofWisconsin液原位灌注,肝、小肠、胰腺、脾、肾整块切取。供器官经后台修整后,分别成为肝、小肠和肾移植物进行相应的受者移植手术。结果 8次供者腹腔脏器切取和后台修整手术共获取8具小肠移植物、8具肝移植物和16具肾移植物。利用所修整出的供器官成功地完成5次单独小肠移植、8次肝移植和16次肾移植,术后移植物功能良好。结论所建立的尸体供者全腹腔脏器切取和保存技术,可同时为不同的小肠移植、肝移植和肾移植受者提供供器官;借鉴美国匹兹堡大学的供者器官后台分离技术,还可同时为胰腺移植受者提供供器官。",器官切取;;器官保存;;小肠移植;;肝移植;;肾移植;;胰腺移植,,,,,,
Journal Article,"程雪涛,鲁军,周西豫,刘西洋,周耀柱,刘国莲",同种异体肾移植临床体会,宁夏医学杂志,2006,4,2006,1001-5949,"目的总结肾移植技术治疗终末期肾病的临床经验。方法分析51例病人的手术前准备、供肾情况、HLA配型、免疫抑制剂的应用、早期并发症等。结果肾移植血管开放后泌尿时间为3-30分钟。51例中手术后肾功能延迟恢复3例,急性排斥反应4例,尿漏1例,肺部感染2例。人肾成活率为98.03%。结论良好的组织配型,优质的供肾,术后免疫抑制剂的个体化应用,各种早期并发症的防治,熟练的外科技术是影响肾移植成活率的重要因素。",同种异体;;肾移植,,,,,,
Journal Article,"杨涛,朱志军,张雅敏,蒋文涛,沈中阳",供肝切取修整及肝动脉损伤的预防,河北医科大学学报,2006,4,2006,1007-3205,"目的探讨供肝切取修整的方法,提高供肝质量和利用率,熟悉肝动脉常见变异,预防供肝切取修整过程中肝动脉损伤。方法回顾性分析2005年1月~2006年4月共计128例供肝切取修整及肝动脉变异资料,供肝采用肝肾联合切取方法,腹主动脉插管灌注,胰腺下肠系膜上静脉外科干插管门静脉灌注。结果采用此方法切取供肝128例,供肝及供肾的灌注及保存良好,其中3例同时完成心脏切取,1例同时完成心肺切取,未发生移植肝原发无功能。发现11例肝动脉变异。切取及修整过程中未出现肝动脉、肾动脉损伤。结论原位腹主动脉插管动脉灌注、肠系膜上静脉外科干处插管可保证供肝、供肾的质量,缩短热缺血时间,降温迅速,灌注充分;可以减少直接对肝十二指肠韧带分离或劈开胰腺组织造成的变异动脉损伤;不影响心、肺、胰腺、脾脏等其它器官同时切取;提示肝动脉变异的少见类型,避免肝动脉损伤的发生。",肝移植;;供肝质量;;肝动脉/损伤,,,,,,
Journal Article,"王可兵,丁宁,余兵,张琳,陈秀俭",心肺联合移植术1例报告,皖南医学院学报,2006,4,2006,1002-0217,"目的:总结1例心肺联合移植术中供体心肺的切取和保护经验及体外循环(CPB)方法。方法:2004年12月行心肺联合移植术1例,供体心脏采用4℃St.Thomas和UW液灌注,肺脏以4℃HTK液灌注,同时注意左、右心的减压,应用肺血管舒张药物。手术在中低温、体外循环下进行。结果:手术顺利,体外循环时间269 min,升主动脉阻断时间175 min,心脏自动复跳,血流动力学稳定,顺利脱离CPB。供体心肺移植后功能良好,术后循环稳定,肺功能较术前明显改善,未发生明确的感染。结论:取供体心肺时注意心脏减压、止血;以4℃St.Thomas和UW液灌注保护心脏,以4℃HTK液灌注保护肺脏是可行的。术中体外循环与手术的配合是保证手术成功的关键。",心肺联合移植术;;供体;;体外循环,,,,,,
Journal Article,"杨浣情,王行环,刘久敏,罗耀雄,冯自卫,陈浩阳,罗则民,郑祥光,许建宁,古维灿,柯庆阳,区金锐,郑克立,陈立中,费继光",多器官联合切取,实用医学杂志,2001,3,2001,1006-5725,"目的 :通过心肾、肝肾联合切取 ,探讨多器官联合切取对各器官移植的临床效果影响及手术方法的改进。方法 :对 6例供者进行多器官联合切取 ,给 2例终末心脏病患者 ,1例晚期肝硬化合并慢性肾功能衰竭患者 ,3例晚期肝硬化 ,11例终末尿毒症患者分别实施了心脏移植 ,肝肾联合移植 ,肝移植、肾移植。供体均采用心肾 ,肝肾联合切取。结果 :1例心脏移植病人恢复顺利 ,至今已存活 10个月 ,另 1个心脏移植病人供心复跳顺利 ,但因作心导管时不慎引起腹主动脉出血 ,最后病人死于休克。 1例肝肾联合移植病人供肝 ,供肾即刻即有胆汁 ,尿液流出 ,至今已存活 4个月。 3例肝移植及 11例肾移植病人均顺利恢复 ,人 /肝 ,人 /肾存活为 14个月。结论 :在器官缺乏情况下 ,联合切取心肾 ,肝肾可以充分利用器官 ,并取得很好的临床效果。原位灌注是目前多器官切取最好的方法。",心脏移植;;肝脏移植;;肾脏移植,,,,,,
Journal Article,"刘永锋,刘浩,张佳林,刘树荣,宋少伟,梁健,王凤山,崔宏,沈魁,何三光",原位肝移植治疗肝门部胆管癌二例报告,中华器官移植杂志,1999,3,1999,0254-1785,目的探讨肝门部胆管癌是否为肝移植的适应证。方法为２例肝门部胆管癌的患者施行了同种原位肝移植术。供肝切取采用腹腔器官联合快速切取法，灌洗液及保存液为ＵＷ液。无肝期采用ＢｉｏＭｅｄｉｃｕｓ转流泵行体外静脉转流。术后免疫抑制治疗，例１采用环孢素Ａ、泼尼松和硫唑嘌呤三联用药，例２采用霉酚酸酯代替硫唑嘌呤。结果移植后肝功能恢复正常，黄疸减退，但例１术后４天因血液浓缩而出现脑栓塞，肺内感染，术后１２天死于多器官功能衰竭；例２移植后４周顺利出院，但５个月后死于肿瘤复发。结论肝门部胆管癌ＢｉｓｍｕｔｈⅣ型仍不失为肝移植的适应证，但术前判定是否有微转移灶及术前、术中与术后有效的辅助治疗、防止肿瘤复发等是需要解决的重要课题,"肝／移植,胆管肿瘤",,,,,,
Journal Article,"欧晏娇,邓永,刘炜,张世新,张雷达",体外膜肺氧合技术在心死亡供体肝脏维护中的应用,第三军医大学学报,2018,17,2018,1000-5404,"目的探索体外膜肺氧合(extracorporeal membrane oxygenation,ECMO)技术在心死亡供体肝脏维护中的应用。方法对2014年9月至2018年1月本院36例心死亡的供体肝脏器官采用不同的方式进行保护,分为使用ECMO保护心脏死亡器官捐献(donation after cardiac death,DCD)供体肝脏组(ECMO组)与未使用ECMO保护DCD供体肝脏组(无ECMO组)。供体肝脏器官在进行分类保护之前,均评估及维护供体内环境稳定,积极纠酸治疗,肝功能异常时予以护肝治疗。在供体维持治疗过程中,ECMO组采用ECMO技术维护供体。无ECMO组及时撤除生命支持,待心停跳5 min后获取供体。观察移植前供体肝脏病理、原发性移植肝无功能发生率、缺血性胆道病发生率、急性排斥反应发生率、移植后肝功能等。结果移植前供体肝,ECMO组与无ECMO组在肝细胞坏死方面差异有统计学意义(P=0.026),在肝细胞脂肪变性及肝细胞变性上差异均无统计学意义(P>0.05)。ECMO组与无ECMO组在原发性移植肝无功能发生率、缺血性胆道病变发生率上差异均有统计学意义(P=0.045,0.026)。移植肝后,ECMO组与无ECMO组的肝功能各指标(ALT、AST、TBIL、Alb与PT等)均随着时间的推移慢慢降低,且ECMO组各指标值均低于无ECMO组,差异均有统计学意义(P<0.05)。结论体外肺氧合技术在心死亡供体肝脏维护中有良好效果。",体外膜肺氧合;;心死亡;;器官移植;;肝脏维护,,,,,,
Journal Article,"聂峰,孙煦勇,董建辉,苏庆东,李美思,曹嵩,黄莹,廖吉祥",经心肺复苏中国Ⅲ类心脏死亡器官捐献供肾移植:单中心经验,中华移植杂志(电子版),2017,2,2017,1674-3903,"目的总结经心肺复苏中国Ⅲ类心脏死亡器官捐献(DCD)供肾移植经验。方法回顾性分析2013年1月至2015年12月解放军第三〇三医院施行的中国Ⅲ类DCD供肾移植的供、受者临床资料。根据供肾是否来源于经心肺复苏供者,将受者分为心肺复苏组和对照组。共纳入304例受者,其中心肺复苏组76例(对应供者48例),对照组228例(对应供者143例)。两组供者体外膜肺氧合(ECMO)和供肾Lifeport使用比例、受者术后3个月群体反应性抗体(PRA)阳性比例、移植肾功能延迟恢复(DGF)和急性排斥反应(AR)发生比例比较采用卡方检验;两组供者供器官获取前血清肌酐、受者术后血清肌酐降至442μmol/L时间比较采用Wilcoxon检验;两组供肾冷、热缺血时间、受者年龄和术后3个月血清肌酐比较采用t检验。P0.05)。结论经心肺复苏中国Ⅲ类DCD供者采取适当的维护措施,其供肾移植术后短期内可获得与未经心肺复苏供肾类似效果,Lifeport使用可能在此过程中起重要作用。",心肺复苏;;心脏死亡器官捐献;;肾移植,,,,,,
Journal Article,"陈伟民,李峰,黄达德,陈文广",法舒地尔提高猪缺血诱导心脏死亡供者心保存效果的实验研究,重庆医学,2014,36,2014,1671-8348,"目的探讨法舒地尔对缺血诱导的心脏死亡供者(DCD)猪心的保护机制及效果。方法将16只家猪分为实验组和对照组,每组各8只。实验组:正中切口开胸,主动脉根部放血诱导供心停跳,继续热缺血25min,主动脉根部灌注含法舒地尔的冷stanford心肌保护液;切取供心,固定在langendorff离体灌注装置上,氧合温血持续灌注和平衡;含法舒地尔的冷stanford液冷浸浴原位保存2h;之后重新氧合温血持续复灌,心脏复跳,观察1h结束实验;对照组:整个实验过程中不使用法舒地尔,其余同实验组。在不同时间点测定两组心脏血流动力学(LVEDP、LVPDP、±dp/dt)、心肌酶、心肌梗死量、心肌组织含水量,观察心肌超微结构改变。结果所有供心均能正常复跳。供心在缺血前、平衡后,两组心脏血流动力学各项指标、冠状动脉流量、心肌酶差异无统计学意义;供心保存结束后复灌30min、复灌60min,实验组心功能和冠状动脉流量的恢复,优于对照组;心肌酶的漏出量、心肌梗死量、心肌组织含水量,实验组少于对照组;电镜下,实验组心肌纤维排列有序,闰盘、Z带清晰可见,肌原纤维间有杆状线粒体、丰富糖原颗粒,线粒体均匀排列;对照组细胞核椭圆形、不规则形,核膜清晰,肌纤维排列正常,闰盘、Z带欠清晰,线粒体轻度肿胀,部分嵴溶解,糖原颗粒减少。结论缺血诱导的猪DCD心,常温下缺血25 min,体外灌注可以复苏;法舒地尔添加到stanford液中,能减轻缺血诱导的猪DCD心I-R损伤,提高该类供心保存效果。",法舒地尔;;供心保存;;心肌保护;;I-R损伤;;DCD,,,,,,
