id_number,title_ch,authors_ch,institutions,funding,journal,journal_issue,keywords_ch,abstract_ch
202,肝移植围手术期并发症的处理,李志强; 臧运金; 郭源; 杨光文; 于振海; 沈中阳,山东省千佛山医院; 天津第一中心医院 山东济南250014; 山东济南250014; 山东济南250014,山东省科技厅科学技术发展计划项目(No.2002BB1DCA1),山东医药; Shandong Medical Journal,2005年18期,肝移植; 围手术期并发症,目的探讨肝移植围手术期并发症的发生规律及处理方法。方法回顾性分析44例肝移植病例的并发症及处理。结果32例发生肺部细菌性感染(72%)，其中13例合并真菌感染(29.5%)，死亡2例(15.3%);急性肾功能不全(ARF)9例(20.4%)，7例须连续肾脏替代(CRRT)治疗，死亡3例(33.3%);大量胸腔积液14例(31.8%)，无死亡;急性排斥反应5例(11.3%)，无死亡;腹腔内出血5例(11.3%)，死亡2例(40%);胸腔内出血2例(4.5%)，无死亡;T管脱出2例(4.5%)，死亡1例(50%)。结论肝移植围手术期死亡主要与并发症有关，早期诊断与处理并发症，是提高肝移植存活率的重要措施。
579,原位同种心脏移植──1例报告,NA,哈尔滨医科大学附属第二医院,NA,中华胸心血管外科杂志; CHINESE JOURNAL OF THORACIC AND CARDIOVAESCULAR SURGERY,1994年01期,原位心脏移植; 扩张型心肌病,我们报告１例久治无效的扩张型心肌病病人接受同种原位心脏移植，至今仍存活，生活质量良好，已恢复劳动。术中采用温血停跳保护心肌，效果满意，避免或缩短热缺血时间至关重要。对于供受心正确对位、防止吻合口出血和血管外翻式吻合等提出要点和对策。联合应用多种抗排异反应药物，均有效，但药量不宜过大。心肌活检仍为诊断排异反应的唯一手段，应减少心肌活检次数。在我国供心来源仍是阻碍心脏移植的关键问题。
341,同种原位心脏移植2例分析,郭秉雄; 徐林; 苏畅; 赵震; 沈春健; 何旭; 王春生,沈阳医学院沈洲医院心胸外科; 上海中山医院心外科 110001; 110001,沈阳市科委立项课题项目编号199943014,辽宁医学杂志; Medical Journal of Liaoning,2007年04期,心脏移植; 排斥反应,目的总结2例原位心脏移植的经验。方法本组男女各1例，年龄分别为47、50岁，均为扩张性心肌病。术前心功能(NYHA)Ⅳ级，均为终末期心脏病患者。移植手术在全麻低体温体外循环下进行，1例为标准法，另1例为双腔法，均顺利复跳。术后1例采用他克莫司(FK)506+骁悉+强的松，另1例环孢素A+骁悉+强的松抗排斥反应药物治疗。结果2例患者全部存活。1例术后出现排斥反应，右心衰，心律失常，治疗9天死亡。另1例无术后并发症，术后1个月出院，术后2个月恢复正常工作及生活。结论心脏移植术是挽救终末期心脏病患者的唯一有效方法，心脏移植术后的主要问题是排斥反应和感染。
541,术前糖尿病对移植肾功能恢复的影响,王雷雨; 蔡明; 石炳毅; 袁清; 李响; 王强; 韦星; 许亮; 崔瀚文; 洪欣,解放军医学院; 解放军第309医院全军器官移植研究所,NA,解放军医学院学报; Academic Journal of Chinese PLA Medical School,2014年02期,糖尿病; 肾移植; 移植肾功能延迟恢复; 移植肾功能恢复,目的分析术前糖尿病对术后移植肾功能恢复的影响。方法回顾性分析我中心2008-2012年1 061例肾移植患者的临床资料，根据术前是否患有糖尿病分为糖尿病组(n=116)和非糖尿病组(n=945)，比较两组术后发生移植肾功能延迟恢复(delayed grafted function，DGF)的情况以及移植肾功能恢复时间。结果糖尿病组和非糖尿病组DGF发生率分别是21.6%、14.1%，两组差异有统计学意义(P=0.03);糖尿病组和非糖尿病组移植肾功能恢复时间分别是(21.28±18.95)d和(16.72±14.08)d，两组差异有统计学意义(P=0.04);糖尿病组和非糖尿病组DGF失功比例分别是12%、8.3%，两组差异无统计学意义(P=0.83)。结论术前糖尿病不会增加急性肾小管坏死、药物肾毒性等DGF病因的发生，不会提高移植肾失功的比例;围手术期严格控制血糖可以促进移植肾功能恢复。
615,机器灌注保存在评价无心跳供体供肾质量中的作用,袁小鹏; 周健; 陈传宝; 韩明; 王小平; 焦兴元; 何晓顺,中山大学附属第一医院黄埔院区器官移植三区,国家高技术研究发展计划(863)项目(2012AA021008);卫生部部属(管)医院临床学科重点项目(2010159);国家自然科学基金面上项目(30972951，81170448);公益性行业科研专项基金(201002004);广东省科技计划临床医学重点项目(2011A030400005),实用器官移植电子杂志; Practical Journal of Organ Transplantation(Electronic Version),2013年04期,肾移植; 机器灌注保存; 活检,目的探讨机器脉冲灌注保存供肾在评估无心跳供体肾脏质量中的作用。方法 20例无心跳供体，采用机器(LifePort)低温脉冲灌注保存一侧供肾，阻力系数<0.4mmHg/(mL·min-1)时认为供肾可供移植，阻力系数>0.5mmHg/(mL·min-1)则丢弃供肾，阻力系数0.4~0.5mmHg/(mL·min-1)之间根据临床资料判断。丢弃肾脏均进行病理检查，并行Remuzzi评分。结果 12例机器灌注供肾用于移植，阻力系数为0.15~0.80mmHg/(mL·min-1)，灌注流量为32~168mL/min，所有供肾移植后功能立即恢复;12例对侧供肾移植后中9例立即恢复，3例发生移植肾功能延迟恢复(DGF)。8例供体丢弃供肾，灌注阻力系数为0.44~0.88mmHg/(mL·min-1)，灌注流量为28~55mL/min。8例丢弃供肾病理分析显示，4例Remuzzi评分≤3分，其中1例为血栓形成，3例仅为急性肾小管坏死。结论采用阻力系数<0.4mmHg/(mL·min-1)的标准判断供肾质量安全性良好，但是部分阻力系数>0.5mmHg/(mL·min-1)的供肾仍然可供移植，需根据穿刺病理分析综合判断。
365,终末期冠心病原位心脏移植一例,康凯; 谢宝栋; 韩振; 邓锁琴; 王东; 啜俊波; 蒋树林,哈尔滨医科大学附属第二医院心脏外科; 哈尔滨医科大学附属第五医院心脏内科; 哈尔滨医科大学附属第二医院心脏外科 哈尔滨150086; 哈尔滨150086; 大庆160000,NA,中国胸心血管外科临床杂志; Chinese Journal of Clinical Thoracic and Cardiovascular Surgery,2007年01期,冠心病; 心脏移植; 诊治经验,目的总结终末期冠心病患者施行心脏移植的临床经验，探讨术后血管病变的预防策略。方法在体外循环下采用双腔法原位心脏移植。术后采用环孢菌素A、骁悉和泼尼松等药物抗排斥反应，并监测其血药浓度。结果患者术后8h清醒，56h脱离呼吸机。围手术期过程平稳，术后1个月心功能分级(NYHA)恢复至Ⅱ级，10个月后恢复至Ⅰ级。结论心脏移植可作为冠心病患者的终极治疗措施，术后对患者进行系统的药物治疗十分重要。
116,体外循环双肺移植治疗终末期肺气肿一例报告,陈龙; 陈炜生; 杨胜生; 徐驰; 林金祥; 盛继红; 张苏迅; 程先进,南京军区福州总医院胸心外科; 南京军区福州总医院胸心外科 福州 350027; 福州 350027; 福州 350027,NA,第二军医大学学报; Academic Journal of Second Military Medical University,2004年08期,肺移植; 体外循环; 肺气肿,<正>1 临床资料 患者，男性，48岁，因反复咳嗽、咳痰、气喘20年，加重3年入院。入院查体:体温37.0℃，呼吸24次／min，脉搏95次／min，血压130／80 mmHg(1 mmHg-0.133kPa)，嘴唇轻度发绀，杵状指，桶状胸，双侧肺泡呼吸音减弱，心界不大，各瓣膜区无明显杂音。动脉血气分析示:氧分压55.4 mmHg，二氧化碳分压78.9 mmHg，pH 7.32。肺功能检
208,尸体肝肾联合获取技术的改进及应用,李强; 吴星宇; 施晓雷; 吴亚夫; 丁义涛,南京大学医学院附属鼓楼医院肝胆外科; 南京大学医学院附属鼓楼医院肝胆外科 江苏南京210008; 江苏南京210008,NA,现代医学; Modern Medical Journal,2005年06期,肝移植; 肾移植; 肝肾联合获取,目的探讨有助于保证供体器官质量的尸体肝肾联合获取技术。方法总结42例尸体肝肾联合获取的操作技术，评估其改进与供体质量的关系。结果本组热缺血时间0~5 min，平均(3±1)min，供体手术时间18~28 min，平均(23±3.2)min。42个供肝、84个供肾移植后功能良好。结论本组使用的尸体肝肾联合获取技术有助于缩短供体器官的热缺血时间，提高器官灌注、保存效果，减少误损伤，保证移植器官的质量。
225,改良的肝脏移植流出道重建术,王槐志; 董家鸿; 王曙光; 别平; 蔡景修; 何宇; 卢倩,第三军医大学西南医院全军肝胆外科研究所; 第三军医大学西南医院全军肝胆外科研究所 解放军西南肝胆外科医院; 400038重庆; 解放军西南肝胆外科医院; 400038重庆,国家自然科学基金资助项目 (3 0 40 0 418);重庆市科技攻关资助项目 (2 0 0 0  8 47),中华普通外科杂志; Chinese Journal of General Surgery,2005年04期,肝移植; 外科手术; 流出道; 重建,目的　总结我院肝移植时应用改良的肝脏流出道重建方式的经验。方法　回顾性分析我院14 2例肝移植时肝脏流出道重建方式的改良及其效果。结果　本组肝移植病例14 2例中手术死亡16例，手术死亡率为11 2 7%。无肝脏流出道梗阻。2例存活超过4年，5例存活超过3年，34例存活超过2年，38例存活超过1年。结论　改良的肝脏流出道重建方式有利于减少技术性并发症、缩短手术时间
413,小鼠腹部心脏移植模型的制作与改进,王晓亮; 彭志海,上海交通大学附属第一人民医院普通外科; 上海交通大学附属第一人民医院普通外科 上海200080; 上海200080,NA,中国比较医学杂志; Chinese Journal of Comparative Medicine,2008年02期,心脏移植; 模型，小鼠,目的建立并改进小鼠腹部异位心脏移植模型，为器官移植研究提供技术支持。方法SPF级近交系小鼠112只进行心脏移植手术，在传统方法的基础上进行改进，观察改进后手术效果并分析其优势。结果手术成功率为89.28%。总手术时间(103.9±16.5)min，受体手术时间(73.0±7.9)min。改进的方法简化了操作步骤，降低了手术难度。结论改进的小鼠腹部异位心脏移植技术是一种简便、有效、成功率高的模型制作方法。
118,原位肝移植术后并发症18例临床分析,苏树英; 陈焕伟; 甄作均; 许卓明; 计勇,佛山市第一人民医院肝胆外科; 佛山市第一人民医院肝胆外科 广东佛山528000; 广东佛山528000; 广东佛山528000,广东省卫生厅医学科研基金(A2000729)~~,第一军医大学学报; Journal of First Military Medical University,2004年08期,肝移植; 并发症; 围手术期,目的探讨原位肝移植术后并发症的诊治经验。方法回顾性分析我院18例次原位肝移植(其中2例再次肝移植)病人术后各种并发症的诊治经过。结果对16例患者(5例终末期肝硬化、7例原发性肝癌、1例肝癌术后肝功能衰竭、1例肝豆状核变性、1例慢性肾功能衰竭合并肝炎后肝硬化、1例急性暴发性肝功能衰竭)进行原位肝移植。手术成功12例，术后最长存活已超过4年。术后并发症包括腹腔内出血3例、脑血管病变2例、肺部感染6例、急性呼吸窘迫综合征(ARDS)2例、肝上下腔静脉狭窄2例、肝动脉血栓形成1例、胆道结石或胆泥3例、胆漏1例、急性排斥反应2例、慢性排斥反应2例、急性肾功能衰竭2例。围手术期死亡6例，直接死亡原因脑出血1例、ARDS1例、急性肾功能衰竭1例、肝动脉血栓1例、急性排斥反应1例、肝功能衰竭1例。结论肝移植围手术期采取合理的防治措施能有效减少肝移植术后并发症的发生，对肝移植术后并发症的及时诊断和正确处理是提高肝移植成功率的关键。
48,原位肝移植围手术期处理的体会,钱海鑫; 周晓俊; 田力平; 刘建夏; 毛忠琦; 胡浩; 秦磊; 陈易人,苏州大学附属第一医院普外科; 苏州大学附属第一医院普外科 215006; 215006; 2150,NA,江苏医药; Jiangsu Medical Journal,2002年01期,肝移植; 围手术期; 处理,目的　总结临床肝移植围手术期处理的经验。方法　对我院在 2 0 0 0年 8月～ 2 0 0 1年4月间开展的 5例原位肝移植临床资料进行回顾性分析。结果　 4例病人术后移植肝功能恢复良好 ;1例死于心肺功能衰竭。结论　完善的手术技术、围手术期的严密监测以及并发症的防治与正确处理是肝移植成功的重要条件
147,不同心肌保护液对供心移植保护作用的对比研究,池一凡; 许慧; 侯文明; 孙忠东; 牛兆倬; 杨铁南,青岛大学医学院附属青岛市立医院心外科; 青岛大学医学院附属医院麻醉科; 青岛大学医学院附属青岛市立医院心外科 山东青岛266012; 山东青岛266003; 山东青岛266012; 山东青岛266012,青岛市科委资助项目 (2 0 0 1 KNS  2E  5 1),中国体外循环杂志; Chinese Journal of Extracorporeal Circulation,2004年02期,改良心肌保护液; 热缺血; 心肌保护,目的　研究改良心肌保护液对短暂常温热缺血供心移植后的保护作用。方法　 18只家猪随机分为 3组 ，对照组 (C组 ) :不缺血下供心低温灌注St.Thomas液后切取 ，4℃保存 4h后行原位心脏移植 ;热缺血组 (W组 ) :供心灌注低温St.Thomas保护液前常温缺血 5min ，4℃保存 4h后行原位心脏移植 ;改良心肌保护液组 (E组 ) :供心常温缺血 5min后用改良保护液灌注和保存 ，4℃保存 4h后行原位心脏移植。以心脏排出量 (CO)、心肌含水率、丙二醛(MDA)和ATP含量、肌钙蛋白I(cTnI)和心脏超微结构作为观察指标。结果　心肌含水率、MDA含量和cTnI含量E组明显低于W组 (P <0 .0 5 ) ;CO和ATP含量E组明显高于W组 (P <0 .0 5 ) ;E组与C组相比无显著差异 (P>0 .0 5 ) ;超微结构 ，E组损伤较W组明显减轻。结论　改良心肌保护液可有效改善供心因短暂常温热缺血而造成的结构和功能损害。
